,name,address,latitude,longitude,avg_rating,avg_price,category
132,Art Of Pasta(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),黄浦区多稼路220号1楼,31.212364,121.501274,35.0,40.0,意大利菜
133,LUCCIO'S(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),卢湾区淡水路240-242号,31.21686,121.47315,45.0,163.0,意大利菜
134,The TERRACE(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),长宁区黄金城道693号,31.195091,121.40087,45.0,183.0,意大利菜
135,The Little Onion 意厨坊(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),静安区万航渡路889号悦达889广场L2-09号铺,31.229404,121.42822,45.0,74.0,意大利菜
136,镰仓PASTA(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),浦东新区东方路796号96广场9号门2楼212单元,31.227848,121.52548,40.0,69.0,意大利菜
137,芝邑意大利餐厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),浦东新区雪野路928号地产大厦102室,31.216158,121.45375,30.0,0.0,意大利菜
138,SPICCO(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),松江区新桥镇明兴路638号绿地金御广场1楼,31.087427,121.3395,45.0,92.0,意大利菜
139,PizzaExpress 马上诺(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),卢湾区淮海中路300号K11购物艺术中心4楼403号铺,31.22307,121.47351,45.0,128.0,意大利菜
140,义面屋(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),徐汇区华山路2038号百联徐汇商业广场3楼,31.19693,121.43734,45.0,76.0,意大利菜
141,安东尼奥意大利餐厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),浦东新区世博大道1368号世博源1G04号铺,31.18729,121.492004,40.0,143.0,意大利菜
142,GIRASOLE(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),浦东新区明月路188弄108号世茂湖滨花园会所2楼,31.232412,121.57596,40.0,91.0,意大利菜
143,Pizzeria Alla Hungry(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),卢湾区龙华东路868号海外滩名品汇3-202室,31.19362,121.47369,50.0,107.0,意大利菜
144,镰仓PASTA(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),徐汇区肇嘉浜路1111号美罗城B1楼,31.193289,121.43974,40.0,54.0,意大利菜
145,CUCINA 1980(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),杨浦区荆州路268号,31.259693,121.51428,45.0,92.0,意大利菜
146,Bella Napoli(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),静安区南汇路73号,31.23005,121.45669,45.0,129.0,意大利菜
147,La Strada(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),静安区西康路225号,31.23007,121.45047,40.0,106.0,意大利菜
148,纯意堂(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),浦东新区滨江大道2650号1号楼,31.241528,121.49853,50.0,190.0,意大利菜
149,Eleven Cafe & Restaurant(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),徐汇区斜土路2899号甲B幢101室 光启文化广场,31.185986,121.4412,45.0,212.0,意大利菜
150,Il Bambino(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),卢湾区建国中路155弄7号田子坊,31.207903,121.469246,50.0,374.0,意大利菜
151,Jstone. Grill & Lounge(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),浦东新区东方路778号紫金山大酒店2楼,31.227774,121.523865,50.0,202.0,意大利菜
152,Green Kitchen(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),徐汇区东平路6号2楼,31.20862,121.4503,40.0,147.0,意大利菜
153,镰仓PASTA(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),虹口区西江湾路338号凯德虹口龙之梦A栋3楼,31.27076,121.47835,40.0,60.0,意大利菜
154,Pistacchio(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),徐汇区武康路378号1楼,31.20634,121.43912,40.0,231.0,意大利菜
155,Bonne Cafe & Restaurant(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),静安区南阳路74号,31.228582,121.45231,50.0,97.0,意大利菜
156,Babbo(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),静安区康定路1023号,31.23051,121.4375,50.0,138.0,意大利菜
157,Q Italian & Wine(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),卢湾区思南路30号,31.218702,121.46605,35.0,72.0,意大利菜
158,Daisy's kitchen(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),浦东新区上南路4467弄1楼118号中房金谊广场,31.139915,121.51405,40.0,77.0,意大利菜
159,Sunny Bay(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),闵行区金丰路459号,31.203028,121.2848,0.0,66.0,意大利菜
160,卡萨琳戈 Casalingo(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),浦东新区新金桥路15号金桥红枫万豪酒店1楼,31.244024,121.59115,40.0,175.0,意大利菜
161,Cataly Italian Pizza Cafe(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),长宁区天山路缤谷广场City Super2楼,31.214602,121.38639,35.0,66.0,意大利菜
162,PIZZA CLASSIC(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),长宁区定西路798号新中华美食广场内,31.209272,121.42383,40.0,34.0,意大利菜
163,浅岸艺术空间(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),普陀区中江路106号1楼南首,31.220694,121.39318,0.0,0.0,意大利菜
164,镰仓PASTA(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),卢湾区徐家汇路618号日月光广场1楼A-09室,31.20597,121.46792,40.0,61.0,意大利菜
165,泰迪之家(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),浦东新区花木路1378号嘉里城1楼L122号铺,31.21244,121.56271,40.0,98.0,意大利菜
166,D.O.C GASTRONOMIA ITALIANA(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),"徐汇区东平路5号-2,-3",31.208347,121.45121,45.0,178.0,意大利菜
167,1977意大利西餐厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),嘉定区博学路复地康桥,31.353714,121.30312,0.0,0.0,意大利菜
168,La Vite(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),徐汇区乌鲁木齐中路247-2号,31.211964,121.44639,40.0,111.0,意大利菜
169,罗曼慕斯餐厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),闵行区虹梅路3219号,31.187683,121.38734,40.0,95.0,意大利菜
170,Pascasa Sunbrunch元意西餐(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),浦东新区陆家嘴环路1188号,31.242205,121.505394,40.0,101.0,意大利菜
171,deCanto意大利餐厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),黄浦区中山东一路6号4楼,31.23472,121.49054,40.0,271.0,意大利菜
172,Goodfellas(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),黄浦区延安东路7号,31.2327,121.49123,50.0,232.0,意大利菜
173,斯比特花园•意大利餐厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),普陀区中山北路3300号月星环球港2楼2027室,31.23282,121.41195,45.0,89.0,意大利菜
174,Gold Wheel Restaurant&wine(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),卢湾区茂名南路56号-2,31.22117,121.46011,50.0,166.0,意大利菜
175,镰仓PASTA(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),普陀区中山北路3300号月星环球港B1楼B1063室,31.23282,121.41195,40.0,64.0,意大利菜
176,Pasta Inn(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),徐汇区漕溪北路339号百脑汇二期徐汇店B1F台北东区内,31.191004,121.438286,45.0,67.0,意大利菜
177,Specchi镜子意大利餐厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),普陀区中山北路3300号月星环球港L1025,31.23282,121.41195,40.0,93.0,意大利菜
178,PizzaExpress 马上诺(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),浦东新区东方路796号96广场130单元,31.227425,121.52486,45.0,112.0,意大利菜
179,PizzaExpress 马上诺(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),闵行区华漕镇运乐路569弄171单元,31.204645,121.283295,40.0,107.0,意大利菜
180,镰仓PASTA(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),徐汇区天钥桥路580号星游城1楼,31.185246,121.442856,40.0,58.0,意大利菜
181,10 Corso Como Restaurant(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),静安区南京西路1717号会德丰国际广场北苑5楼,31.221598,121.444786,45.0,267.0,意大利菜
182,ciao意大利餐厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),松江区三新北路900弄泰晤士小镇内,31.034208,121.19658,30.0,128.0,意大利菜
183,由由喜来登酒店盛宴西餐厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),浦东新区浦建路38号,31.20939,121.51798,30.0,0.0,意大利菜
184,Sale e Pepe(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),浦东新区昌邑路31号,31.24019,121.51296,45.0,155.0,意大利菜
185,意大利帝查诺西餐厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),松江区江学路893号,31.04091,121.21173,35.0,101.0,意大利菜
186,TAVOLA SOGNO意大利创作料理餐厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),徐汇区斜土路2421号4号楼,31.191462,121.446365,45.0,118.0,意大利菜
187,洛克斯意式餐厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),长宁区虹桥路1438号高岛屋百货7楼712室,31.196884,121.40345,40.0,130.0,意大利菜
188,布拉诺欧陆餐厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),浦东新区崮山路500号明悦大酒店3楼,31.24321,121.55683,0.0,0.0,意大利菜
189,Citaly(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),嘉定区南翔镇真南路4368弄3号109-110,31.29378,121.32063,30.0,43.0,意大利菜
190,BOCCANA(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),长宁区长宁区遵义南路6号虹桥友谊商城3F,31.204046,121.40716,35.0,0.0,意大利菜
191,MYLK Italian Restaurant(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),杨浦区大学路257号,31.303452,121.50836,40.0,76.0,意大利菜
192,Grappa's 意大利餐厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),静安区南京西路1515号嘉里中心S3-06室,31.22396,121.45027,0.0,203.0,意大利菜
193,世家意大利餐厅咖啡吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),"静安区南京西路1515号嘉里中心南区商场S2-03,S2-07K室",31.22396,121.45027,40.0,116.0,意大利菜
194,米兰意式餐厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),普陀区曹杨路555号汇融天地202号,31.23735,121.41832,45.0,82.0,意大利菜
195,镰仓PASTA(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),长宁区长宁路1018号龙之梦购物中心6楼,31.2187,121.41637,40.0,66.0,意大利菜
196,意优食品(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),闵行区莲花南路2399号2幢乙,31.06887,121.42968,0.0,0.0,意大利菜
197,吴太和(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),浦东新区南泉北路39号,31.23834,121.51564,30.0,0.0,意大利菜
198,Vivra Vivre(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),长宁区兴义路48号4番新虹桥世纪广场,31.204573,121.403786,35.0,79.0,意大利菜
199,妈妈眯亚意式休闲餐厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),黄浦区九江路595号,31.234348,121.47949,30.0,0.0,意大利菜
200,0405酒吧餐厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),浦东新区华夏西路5677号,31.16639,121.57747,30.0,30.0,意大利菜
201,露丝索菲意式餐厅&酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),金山区金山区龙胜东路806号,30.729263,121.35528,30.0,84.0,意大利菜
202,Soprano(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),静安区武定路993号,31.23015,121.44317,35.0,88.0,意大利菜
203,百世达(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),浦东新区陆家嘴西路168号正大广场3楼25室,31.23708,121.49934,45.0,77.0,意大利菜
204,诺丁好食(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),徐汇区建国西路515号,31.202896,121.450966,35.0,123.0,意大利菜
205,55° Wine & Tapas(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),闵行区合川路2908号新乐坊C幢105室,31.17801,121.38032,30.0,0.0,意大利菜
206,淘最意大利(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),嘉定区金沙江路3131号10号楼104室,31.242785,121.35287,30.0,62.0,意大利菜
207,宜芝多亚米吉雅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),长宁区水城南路89号,31.198542,121.39246,35.0,56.0,意大利菜
208,Pasta Inn(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),静安区南京西路1818号1788国际广场3楼308室,31.22213,121.44387,45.0,76.0,意大利菜
209,Anna Italian ResTaurAnt(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),闵行区闵行华漕镇金丰路472号,31.202423,121.28471,0.0,0.0,意大利菜
210,PizzaExpress 马上诺(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),黄浦区南京东路299号宏伊国际广场2层S－211,31.23676,121.48444,45.0,108.0,意大利菜
211,Calypso地中海餐厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),静安区铜仁路近安义路，静安嘉里中心南区广场,31.22378,121.450386,40.0,278.0,意大利菜
212,艾瑞客意大利家庭料理(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),长宁区凯旋路1580-1号1楼新淮海坊商业街内,31.197182,121.422195,50.0,72.0,意大利菜
213,特味坊(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),闸北区闻喜路,31.30836,121.45262,0.0,0.0,意大利菜
214,玫瑰&皇室西餐厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),嘉定区华江路850弄江桥万达广场金街22号,31.23876,121.32463,30.0,60.0,意大利菜
215,镰仓PASTA(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),浦东新区张杨路501号7楼970D室,31.22785,121.51751,40.0,66.0,意大利菜
216,意大利餐厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),卢湾区建国中路6号,31.21063,121.471466,30.0,0.0,意大利菜
217,美伊娜意大利家庭料理(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),长宁区荣华东道19弄2号1E室,31.193926,121.3958,0.0,0.0,意大利菜
218,安仕意大利餐厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),卢湾区茂名南路207-7号,31.211954,121.4632,0.0,0.0,意大利菜
219,披萨屋(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),徐汇区上中路1号,31.136131,121.4328,30.0,0.0,意大利菜
220,如意面菜馆(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),宝山区淞良路482号,31.345716,121.48664,0.0,0.0,意大利菜
221,意式休闲餐厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),卢湾区淮海中路688号华狮广场4楼,31.219715,121.46528,0.0,0.0,意大利菜
222,LUNA SOLE意大利餐厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),浦东新区临沂北路150弄东南华庭2号107室开心果内,31.205858,121.516525,0.0,0.0,意大利菜
223,Mammamia(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),浦东新区陆家嘴环路168号正大广场1楼,31.23702,121.4987,40.0,137.0,意大利菜
224,红磡意大利餐厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),虹口区溧阳路745号,31.25523,121.4887,45.0,188.0,意大利菜
225,百世达(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),徐汇区肇嘉浜路1111号美罗城4楼,31.19338,121.43973,45.0,73.0,意大利菜
226,PLCOLO(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),长宁区定西路1216号,31.21404,121.42307,40.0,56.0,意大利菜
227,斯比特花园•意大利餐厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),长宁区天山路341号缤谷广场210单元,31.21455,121.38641,45.0,86.0,意大利菜
228,谷乐滋意式屋(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),黄浦区南京东路353号悦荟广场6楼,31.23701,121.48348,40.0,55.0,意大利菜
229,Trattoria Luna Sole(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),浦东新区临沂北路150弄东南华庭2号107室开心果内,31.205858,121.516525,30.0,0.0,意大利菜
230,季庭意厨 seasons kitchen(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),普陀区大渡河路178号长风景畔广场1楼,31.222914,121.39543,35.0,106.0,意大利菜
231,镰仓Pasta(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),闸北区共和新路2008号大宁国际商业广场12座5楼533室,31.27411,121.4526,35.0,69.0,意大利菜
232,乐意坊意大利薄底披萨(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),普陀区中山北路3300号月星环球港4楼,31.23282,121.41195,40.0,106.0,意大利菜
233,萨利亚(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),徐汇区漕溪北路339号百脑汇2期2楼,31.193872,121.437164,30.0,0.0,意大利菜
234,Bacco(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),静安区大沽路374号,31.22568,121.4664,40.0,137.0,意大利菜
235,春天餐厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),闵行区闵行区石龙路337-7号,31.156044,121.44073,0.0,0.0,意大利菜
236,笑缘美食广场西餐(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),徐汇区老沪闵路633号华东理工大学,31.145344,121.428444,30.0,0.0,意大利菜
237,芝邑意大利餐厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),闸北区学野路928号,31.24249,121.48649,0.0,0.0,意大利菜
238,玛丽莎意式餐厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),黄浦区南京东路300号名人购物中心B2楼,31.237572,121.48437,30.0,63.0,意大利菜
239,镰仓Pasta(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),黄浦区南京西路2-68号新世界城B1楼,31.23459,121.47344,40.0,58.0,意大利菜
240,TOSTO(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),闵行区虹梅路3213号红春大厦1楼K座 (Penggo Coffee),31.186064,121.38625,0.0,100.0,意大利菜
241,Mikuni意大利餐厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),长宁区华山路1415号,31.20714,121.43347,40.0,403.0,意大利菜
242,PizzaExpress马上诺(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),徐汇区辛耕路109号永新坊1层,31.1925,121.4438,45.0,112.0,意大利菜
243,OLMO Living(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),静安区吴江路169号四季坊1楼,31.22959,121.4603,30.0,0.0,意大利菜
244,镰仓PASTA(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),浦东新区世博大道路1368号G楼新世纪食品城5G03-1-003室,31.18752,121.490616,40.0,65.0,意大利菜
245,Dr.FAB(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),徐汇区思南路48号,31.21552,121.46727,35.0,186.0,意大利菜
246,HIITALY(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),嘉定区金沙江路3131号10号楼104,31.242785,121.35287,30.0,0.0,意大利菜
247,艾可(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),闸北区四期宿舍食堂旁,31.24249,121.48649,0.0,0.0,意大利菜
248,镰仓Pasta(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),徐汇区漕溪北路1111号万体馆,31.181467,121.43656,30.0,0.0,意大利菜
249,Food Inn(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),徐汇区斜土路2601号嘉汇广场T1-10楼A座,31.186876,121.44247,0.0,0.0,意大利菜
250,Taste & See (尝尝滋味）(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),静安区泰兴路99号张园内,31.228662,121.46006,35.0,129.0,意大利菜
251,红意艺术主题意大利餐厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),虹口区溧阳路611号1933老场坊1栋2楼,31.254543,121.491844,0.0,0.0,意大利菜
252,Porcellino(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),长宁区愚园路753号B幢1楼,31.220272,121.434395,30.0,124.0,意大利菜
253,APICIUS意大利名厨料理(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),卢湾区淮海中路776号4楼,31.218836,121.46361,35.0,106.0,意大利菜
254,意大利家(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),长宁区古羊路627号,31.191462,121.40488,0.0,0.0,意大利菜
255,老爸披萨(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),长宁区水城路576号,31.211473,121.39147,30.0,43.0,意大利菜
256,CUCINA 1980 STREET(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),卢湾区泰康路200号1楼,31.207954,121.469635,30.0,0.0,意大利菜
257,PIZZA ITALY(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),长宁区平溪路28号,31.193085,121.37203,30.0,30.0,意大利菜
258,意示主题餐厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),宝山区一二八纪念路1000弄万达广场金街1楼123号,31.323006,121.44569,30.0,0.0,意大利菜
259,镰仓PASTA(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),长宁区茅台路179号,31.209654,121.40246,0.0,0.0,意大利菜
260,Chef MK 品酒汇(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),静安区华山路643号,31.216475,121.440384,0.0,0.0,意大利菜
261,LA YUN COFFEE&FOOD(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),松江区仓华路675弄46号 金色华亭商业街内,31.013699,121.19085,0.0,0.0,意大利菜
262,百世达(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),黄浦区上海市西藏中路268号来福士广场06-07B/C室,31.23237,121.47671,30.0,0.0,意大利菜
263,漫食煮意(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),宝山区宝山区一二八纪念路1000弄宝山万达金街1楼141号,31.323727,121.4481,0.0,93.0,意大利菜
264,意米优欢乐餐厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),浦东新区汇豪路54号（冠郡大酒店旁）东方冠郡二期小区西门对面,0.0,0.0,0.0,0.0,意大利菜
265,萨莉亚(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...),浦东新区森蓝商都B1,0.0,0.0,0.0,0.0,意大利菜
